title,doi,url,authors,keywords,parenthesized_terms
agrafe TSE_hc_1,doi:10.57745/IGEDNM,https://doi.org/10.57745/IGEDNM,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHN_hc_3,doi:10.57745/OBNE7V,https://doi.org/10.57745/OBNE7V,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHS28,doi:10.57745/YFXU3S,https://doi.org/10.57745/YFXU3S,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHS_hc_1,doi:10.57745/ABFNZS,https://doi.org/10.57745/ABFNZS,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CH27,doi:10.57745/MEZDGI,https://doi.org/10.57745/MEZDGI,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHS_hc_2,doi:10.57745/Y5DSNJ,https://doi.org/10.57745/Y5DSNJ,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CH01,doi:10.57745/ARDVS3,https://doi.org/10.57745/ARDVS3,BERNARD Mathilde; L'HERITIER Maxime; GUILLOT Ivan,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHN24,doi:10.57745/8RFO9S,https://doi.org/10.57745/8RFO9S,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHN17,doi:10.57745/1O8OC9,https://doi.org/10.57745/1O8OC9,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHN39,doi:10.57745/FILQOT,https://doi.org/10.57745/FILQOT,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHS10,doi:10.57745/WWG4QN,https://doi.org/10.57745/WWG4QN,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe VN2,doi:10.57745/DVJ7U0,https://doi.org/10.57745/DVJ7U0,BERNARD Mathilde; L'HERITIER Maxime,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe CHS23,doi:10.57745/M81REP,https://doi.org/10.57745/M81REP,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NN01,doi:10.57745/4OFHVX,https://doi.org/10.57745/4OFHVX,BERNARD Mathilde; L'HERITIER Maxime; GUILLOT Ivan,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NN63,doi:10.57745/LZ6EX7,https://doi.org/10.57745/LZ6EX7,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NN63b,doi:10.57745/GGANP7,https://doi.org/10.57745/GGANP7,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NS08,doi:10.57745/D77T6M,https://doi.org/10.57745/D77T6M,BERNARD Mathilde; L'HERITIER Maxime,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NN_hc_1,doi:10.57745/PE7TP2,https://doi.org/10.57745/PE7TP2,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe NS106,doi:10.57745/JWAOVB,https://doi.org/10.57745/JWAOVB,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSW14,doi:10.57745/NH2SB8,https://doi.org/10.57745/NH2SB8,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TNW34,doi:10.57745/JYSDXI,https://doi.org/10.57745/JYSDXI,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
agrafe TSE28,doi:10.57745/HJKPP9,https://doi.org/10.57745/HJKPP9,BERNARD Mathilde,Notre-Dame de Paris; Sidérurgie; Architecture gothique; Archéologie médiévale; Métallurgie préhistorique; Archéométrie; Métaux,murs gouttereaux
